addresses;emerald_balance;eth_balance;erc20_input_tx_count;erc20_output_tx_count;erc20_amount_in;erc20_amount_out;erc20_balance;transfer_input_tx_count;transfer_output_tx_count;transfer_output_balance;swap_ledger_emerald_bought;swap_ledger_emerald_sold;swap_ledger_ether_gained;swap_ledger_ether_spent;swap_ledger_emerald_received;swap_ledger_eth_received;swap_ledger_received_from;swap_ledger_tx_list;os_eth_spent;os_eth_gained;os_emeralds_bought;os_emeralds_sold;ox_txs;is_contract
0x2671Df15A2E526c513967bd460D82ba01Ba7571f;0.0;1.77;15;11;367.0;367.0;0.02;362;362;0;367.1;367.0;22.27;20.5;0.0;0.0;0x44b7e20d9b47f0e3470ef4e038bbbf1654454605fa0d22af4c7f58943b4018f1, 0xc8514582732d618021fa7c537c5abd192fe0621b0b48b40d0ad7423fb3a6f19f, 0x422940abee94dd782280a4c942d173ed9b31e7694e2262f97858cc3770e0e983, 0x0583ee3cf4de8bd68dbd681969bed9cb5e84119a3ae5ba9c38d3009fd6a87aa8, 0xcd0b725227f0ae2d8c7f7d6cf71015c51ce5abfdc4c5b0f04bd75553b7f5e1b5, 0x4c63da4b56627bc6dd60b8efff442c8e77a85d828d6fadbbc3587634dd3850fc, 0xcb2acdc1292f233a0ce126b44dfe42e3921b42ddf6abaf1eb6464f902ed02e64, 0x1de5531d4d2c365081b522458bbee5363c2e8ab875cc090d9e2379ba6c231fcd, 0xdbbdebaf081d0f8446ba74cbc958763490fc2dbb330d280b710f482a0b58102d, 0x673c01d4ab4bb9daa2fab8f32fb7f8e4947ba402e40bc3d860991e8fa073febc, 0x00531620838c052008b66d727b71349db88985bb37e639e2ae7b9edb34400b14, 0xe6b5e81cbc26db79256b4b9b2e93cbd6b0e5a6377474e8dbce6704d09ffe8148, 0xaaa4e99e1f9950846da8592303fdda10891c1ec60b8bb6e8d85e71c411c162ce, 0x1ed27606f4f00b1a5011e417a0f6f99033eb0c55cf02757cf336b912648157e1, 0x8a2a3e0dede39e077499d353006c69c44b031bcbbb128067c76b1b61add094ba, 0x861b6e5f0a9d2c45679c9a4af62b49c16a775641757bede3c54cb0b5263bb709, 0xef7171d1b7b042b2e60b6c410b9d57ae0a00497a925fe49d0c237df7f1f52688, 0x3cebbfcb4b0321bb338026007110289dc6d0fecdbd76170983c1d092b38f3c9e, 0x2170650df42cf30597e11c5cc853786a5cac6cf82400bd98321723b86ea6e4d0, 0x7deed7ffe92e1c62d19c46e6e85bb756c25e13a42238582c2703ec0af03b3250, 0x63c5a295ca935d05e712a583e559a139e0a10804389ef5fe26afdf8843f15110, 0x9f3d74fb72ea8a9bcdab10b636c577ea72ea25cd3a83e39b54cc5595b7ca18a8, 0x30c7bc3c48eb9a2a8e05419a6277595e624ba2c7c3fbbde13acfcfb3d2008068, 0x72f4a580804fbce7451a8ed514942fc573df5775029295906f7279e63ac6e6b7, 0xa19fc669c1d6aa63a0689ec4be03b1d0fec32530fc38da917274ff4f08281c95, 0x3982868f9a2b7f89e13371fe936cd77aa9e53f9acd4e43defa896f7aedd48803;;0.0;0.0;0;0;;False
0x49e5E79412eD4f13547BF9C40cB3A4a041EeDDF2;0.0;1.627;4;7;60.11;60.11;0.0;0;0;0;60.12;60.11;4.629;3.002;0.0;0.0;0xd2e89a6ecf22105d0f438f751534f2787d84e84948f5a8135dc0162281bc91a5, 0xf28d58bd135e2d4d5da473418095e1b63b391d16bab46e9fa1293683bbbe50f0, 0x57b6432a69b0618920100bca57896c30d6ba9f421bfeb73b2311feafb27cc105, 0x01603823eb15c9d85f79b7891d6b467ba3820e7e602c1093baa147419dcd3ece, 0x2ece83af74929186a5d3c04967f77b7c9a1d54b9b16073f73493c3fdb7a364a6, 0xcefc01fe4d0a08c05ae4826bff31ed7301b9274f7a8b1ab8ad961b567a4b7783, 0xad277479e27fd8095d37b79c78fd4cc9efd12206d652bda9c7515975cd4104b1, 0x092495bff500c961a314be05f7fb21c61897e5550c7c3418fe3d831f8383d7cf, 0x0a04f3578fb6c8060929e02daa475fae4eb70690fc5e3e20094c883be2acf3fb, 0x8b5c8a6f662709e44b47045fb51f7905215baa145551f6b09e0df8d3d630c92c, 0x4bb398d0dc587eb666a7fd4438970f769e880e8548f4d666c508e00c9c12d8f7;;0.0;0.0;0;0;;False
0x5A365F423f99CC8a89B045e145caA318f0F2f3aC;4.7;-0.25;1;0;4.7;0.0;4.7;4;0;4;4.704;0.0;0.0;0.25;0.0;0.0;0x2c74295266f74144c1eaa971915d14ae3245c1e49f7bc6fcc956a09a25efcfc5;;0.0;0.0;0;0;;False
0xea55C19F1653063b66FA30FadD001dbF02f070F4;10.07;-0.7182;5;0;10.07;0.0;10.07;10;0;10;10.08;0.0;0.0;0.7182;0.0;0.0;0x3ec58ea552110416ca16e590f8a8305a59d2f639238c4f2aaf8022ef98b7fa81, 0x5b923b92fd4c6b8dfd5178c57a520f335e6eab7c8489786e6069683655173dfd, 0xbc097a7451072f69ddc559a4e9bc117960967279581ff36a1539b0ba7429158c, 0x34329aebd78cb77f1ce9e0b613323e312932952dcff3a121ad43ed999c4c8a92, 0xd1039aeecbaa7abdb291796d3bfc4c5015fae8c3915f7538b312d9cf4c0a22f3;;0.0;0.0;0;0;;False
0x6e26E1CD15c91713019EAE673E27e234bF4BF7d3;0.0;2.95;2;3;100.0;100.0;0.0;0;0;0;100.0;100.0;9.053;6.103;0.0;0.0;0x36e143037f42313dc2ac6bd9ce9e053c4dafb6b2fb80ec9abf5c397985ea33b6, 0x9ea2a9c3507137fd0432e0c0ad4f479075768d84f88bf8ba3740c719b0cc3649, 0xf065e2c31dc950d28235e868ba20096bfac7901960a890d8cfe16373d7996313, 0x9d665e27ccee1e5c5eb33ce35483818938784256909e1bb59191daab55564d51, 0x9084e9475838d642a92aa5eb0e9891bf9625ba245007706182923e001e9e360b;;0.0;0.0;0;0;;False
0x36032340E255D6eCbE5bEC5A37F3f9A26d134B59;1.11;0.0364;4;2;7.36;6.25;1.11;6;5;1;7.385;6.25;0.5664;0.53;0.0;0.0;0x84d064ad2a480a6e7b0fcb5e9b1d4b7990529472c30c45d4916ccafbf0c61906, 0x9e035d591e09aeb1aeaf3e7a20f49126e6de8d25632b4b54fc256d8e70c0bf3f, 0x628182d9c15de310c6e8213bda005819f84e4c499eb877ea0fe2638afd2caa90, 0x551ebe2f3a232a51e42bc774b8a284a6b5aff8201d84e9760a3ca963192cb80c, 0x6b9054f76583b448aad96bd2d68bf8953f7b2d3eb17580f9bcca7c1b2e48b972, 0x2bf543489ed6df2666e9cedde67cb4b1986a5564c8742a17491a9041d656daa2;;0.0;0.0;0;0;;False
0xAEf628a3A8BcC40DdE915F98f018D6EA64fbAF8F;0.48;-0.05;1;0;0.48;0.0;0.48;0;0;0;0.4828;0.0;0.0;0.05;0.0;0.0;0xd04a75c567ce38d3a561663df34156c4c22b3628645ba8d7be40733d634f3bab;;0.0;0.0;0;0;;False
0x0552020D2De01E9383964d2d82995F21B793DD15;0.9;-0.05;1;0;0.9;0.0;0.9;0;0;0;0.9047;0.0;0.0;0.05;0.0;0.0;0xe0d4144e5abe6daaaf29993c87b5330bbce86a0f9391997dd8f17b90de463ba9;;0.0;0.0;0;0;;False
0x19c32B7Ab4D1615d5F03279f85b18F1b0E750ce2;2.56;-0.1557;2;1;3.56;1.0;2.56;3;1;2;3.569;1.0;0.04428;0.2;0.0;0.0;0x5f9fd94cbea74346f1296bc508972b777e0744d348bbb180eb4108be35c16d19, 0x1389604d183fd2f7a5c16b2826bdbb7b99ee225a13faf70afc568ba0f76c3d8d, 0x0805be2919978bb07acb091ed9827f82a85bc14cb7cd51af266b36d5b8bf252d;;0.0;0.0;0;0;;False
0xD7b16a6B6b7072154f6C15039AFA7C2740013A5E;11.4;-1.304;2;0;11.4;0.0;11.4;11;0;11;11.41;0.0;0.0;1.304;0.0;0.0;0x2970e53107bdf77197c87992e7e747efefa4540d20f657fc551e4baa9dcefcc5, 0x50be7a6545a60f32065d8604be50cf12e28645007f650ff431d505e9f1374c2e;;0.0;0.0;0;0;;False
0x7C4c62f16F0bC4D86eFBf9f957eEc7a743A36421;0.4;-0.03285;1;0;0.4;0.0;0.4;0;0;0;0.4046;0.0;0.0;0.03285;0.0;0.0;0x8b04ab972cb4d33db22450fa0af30042d8bb60324525755c2a1e8ca2914d86d6;;0.0;0.0;0;0;;False
0x731a35932D035C544961801Cfe59505A830D09DC;15.46;-1.0;2;0;15.46;0.0;15.46;15;0;15;15.46;0.0;0.0;1.0;0.0;0.0;0xaf8e320f211ab64cdaa2c28b135928e9d437f4c47a79be98c57d9b48695ad308, 0xf8f65ea0161859b82f4c81206ee840360c54b1e03801d59512c414d348e0b99b;;0.0;0.0;0;0;;False
0xfB8449D81dA989ca9a0EcE61c7bf3D9765738c4f;1.0;-0.09429;1;0;1.0;0.0;1.0;1;0;1;1.0;0.0;0.0;0.09429;0.0;0.0;0xcee3c962109976f1de3b90c54a49186c4aa430abff81906cf3b1e669ab15a691;;0.0;0.0;0;0;;False
0xAfd0107264ea9717772287fD29D59e08572b6Bad;0.0;0.0897;1;1;8.0;8.0;0.0;0;0;0;8.0;8.0;0.5027;0.413;0.0;0.0;0xd7f788012aca3a149efaa39b0f05bf82d8979597d0afb7159750a5980b21cb5b, 0x076c94a6c878c9fae4f1c14431743196a6aab06783a74d742a635f8188c70e61;;0.0;0.0;0;0;;False
0xed5511F763f66Db7861f98b9f7dF873dB6B89FE9;48.01;-1.893;3;0;48.01;0.0;48.01;8;0;8;48.02;0.0;0.0;1.893;0.0;0.0;0x2f7387ea41ae15cc9e1b779adcd5e0f6e8c10d2fac9b0030314381007a246f27, 0x3fe1ac34a69be829a3a66d89baee98042d02be5922f9ef5cd9c11b5bd6a1e48b, 0xce11589ba7243094c0d97b0e3ac1c0365ede9ed1545deb6b34d7c8ae78d999a2;;0.0;0.0;0;0;;False
0x0605AFb3A02B0b069D0Caee84461b12300996e2D;2.0;0.1421;1;1;5.0;3.0;2.0;0;0;0;5.0;3.0;0.2862;0.1441;0.0;0.0;0x1d17e24d4844aa0ef951b1e692fc6fb6399bf13b4d5bdad8cd62078199b0b54d, 0xcebf2604e3375b19ca6b0ee68d03f974a92b0cb92c296987f3f6a93f10b85f35;;0.0;0.0;0;0;;False
0xF371875A0045b1FD61c4B1166066DCdD3BdE1BB6;0.0;-0.4666;2;2;12.0;12.0;0.0;10;10;0;12.0;12.0;0.6744;1.141;0.0;0.0;0xf5ffa083be383b7c670e2edf347bbfc3666c3651d2585922260ac3a7126297a1, 0x79ab1864a34f4f52a24227bacc935d4883d76af4b0bb0e06356830be387532d9, 0x1cf0c31492ebb04b9cc1214bb66e1c3f46fe0b5ccde07fab91c982a54cf40b5c, 0xa947a2259a8a21be167e7b1b4bf24185ed81ef35aa971d7ffd8389206a527b5c;;0.0;0.0;0;0;;False
0x9F256A5703A493cAc86A09Fa84473517Ace6CA81;0.0;0.0103;2;2;1.79;1.79;0.0;0;0;0;1.803;1.79;0.1786;0.1683;0.0;0.0;0x56c1f2d3c5f5a0cb4898faf87f8594cb25de34fdc84919270d47e10b62bd7f39, 0x33fea3fd668e72d1643b6466bc35ea74c2ef9c271c6679562d9ce5e14c1e6f86, 0x577f79fd28f479186b0ff83b7d68103b40202fb80ca935582cf171c94508ebf0, 0x6302f096a65f222e22977d20188115b85035e3e719c5c6e854d4201babd55abd;;0.0;0.0;0;0;;False
0x8dcd09140603138BFd3E803E9794e4db83D6E310;21.0;-1.327;5;1;21.92;0.92;21.0;11;0;11;21.93;0.92;0.05697;1.384;0.0;0.0;0x42165ea22b8d8e3f9a48e0aed7eae053cad2a4fae675cd6d0f2d980b7f345555, 0x8bd0fa01927c62bacdfc7180a6c38c5d0baa4e64ac899e2a9945df4c7bb4437a, 0x318ac1e77d1513161973d2ff33679ddf143bb08e72254e3f3943237159a97867, 0xf9a4af2c56fcebe7608c39d14febb426289ca8b8b0fe83673aab60dfe713b2eb, 0xf0e5fd7d36a7e77d07754d321e242c1567af5f069a4ed73b2cac237ace009acc, 0x8189afde62f1222edc259e2fb70ec64987172888aa904f6dd9b8edeb701fe6a5;;0.0;0.0;0;0;;False
0x37e38E229ecEBBf9a6F4B8479B71508Ece16D597;25.0;-1.295;3;1;75.0;50.0;25.0;25;0;25;75.0;50.0;2.719;4.014;0.0;0.0;0x82a0dc23a39162aec8a3c35da224dae945be30ec256650e853b1c10079c034c6, 0x5d93bed8efb6e43cde15f3e8806fba5d5842c5e642d82078a170500ef1ae317d, 0xfa52c374409a0a998c6036dd2f9f764cb7fcb14498c790e2ab280923fbd5d1b1, 0xade0df61577b94dfe5fed637c48e57f7615c1083af0500044dd1e760c8f46dd4;;0.0;0.0;0;0;;False
0xA97ae6Eac4C14c4fCd97F9E0cE4f3E682401bF23;20.0;-1.172;1;0;20.0;0.0;20.0;0;0;0;20.0;0.0;0.0;1.172;0.0;0.0;0x6bfdb86c4983d228756bf7e8a353a6cf289f83713f53711c4a40ae0ce1d71a7a;;0.0;0.0;0;0;;False
0xE35b709699F85D1C650F7d595030E1a7aBA4621E;0.0;0.1085;1;1;2.0;2.0;0.0;2;2;0;0.0;2.0;0.1085;0.0;0.0;0.0;0xe035921ad306d4ea4a75e7116ea72df6369c52cbabab723d5282441dfd08781d;;0.0;0.0;0;0;;False
0xA7d4cBe093393dbB280A16189fA2260443af1b0F;0.23;0.3498;2;1;16.23;16.0;0.23;6;6;0;16.23;16.0;1.071;0.7212;0.0;0.0;0xea3d3d9306511aeeb0d22bbaee152c5048e169078e6b08381496de5528d0dd93, 0x14ebadf9fe125daf63299e310848128d77d9fda866db42811705fc8e33170e31, 0x395bf6d5069a4497dc0150521d07e11053a2d3d9480304336a65f51dd0a505aa;;0.0;0.0;0;0;;False
0x000000000c1500D6cf5A65167F131A53c82C1033;0.0;0.0;0;1;0.0;1.0;-1.0;1;0;1;0.0;0.0;0.0;0.0;7.6e-05;0.07642;0xbe2bdbae55eabb8247c55384459ebd07fa3d150cfad679c99952a496c150bce3, 0x808c4e9868cb24cc2076b5898cd0a91e7f7162150c9b12f2093acc68d7a0814e;0xEAEF02dbf083Bf8E7db204E41cBD989614A72d6A;0.0;0.0;0;0;;True
0xbc1c70f27d72c2032a4bA80818Cb3b7C47B84999;6.0;-0.3849;2;0;6.0;0.0;6.0;0;0;0;6.0;0.0;0.0;0.3849;0.0;0.0;0x24e36c6cffe132365e190c0d9568f1cef6b686e615a3a3d968884ce4b75cda8e, 0x5b64442d079848ea71bb35090bdf09c16fd8b7df71c5fbbb0e11e08d0b55bd57;;0.0;0.0;0;0;;False
0x89621be2882409fE77C292b28ddE0e8872394510;0.0;5.65;4;5;325.0;325.0;0.0;75;75;0;325.0;325.0;17.41;11.76;0.0;0.0;0x66a1b4f1bd4e29d65934fb71fd7b24c323bc6f6efcb96897b402ffae07aa8a1c, 0x8986d5f93e0e4c799dd2b267b255061d0573b24813181bfa454848d90cf69107, 0xccaf3d1db0051d89078fecb01c9371510ac3777fd7d08a5355556c2dbd1c936a, 0x90617f32a13f28dd5b7b325806eaad442561404b483fbfd25f6e07383414a45e, 0x24b58c0f3d3022b9ca41a2baf2adf1dc6b179176dde63ef5ce69b4d6c3437b6a, 0x5643056a1fb240055ef00374b6c2f76f0f21d40b08f20bb4b6356d6644300bf8, 0x8ddf162a4db721e03380c5699d3edbc562589fb5079d3f7192e0bbe48f387f41, 0x515ff00ebf9e3eb230dd26e1e56661ddaabb2f10d375f73b8834cc01165d5ee9, 0xf85f0c011f587a042445c8c4cfba92fe34c21b65f3a7fa8d669be4689a1f62d5;;0.0;0.0;0;0;;False
0xfc198fF4d6f21fFD5c32b1c503c5E41F4D77ba6e;0.0;-0.024;1;1;10.33;10.33;0.0;10;10;0;10.33;10.33;0.5311;0.5551;0.0;0.0;0xd63ee329ad27bb42c6558a7a9ea54c6929dc68f4ad4c2a8e2b2c64692b9bb5a2, 0xe1113d3c2404b86aa2b36fb3e765960dfec31a2bc895b0ede3b4be4741462ba1;;0.0;0.0;0;0;;False
0x4C6d22c74d6BdB72f3dD4Ac55F440f049F799f2A;15.0;-0.9084;1;0;15.0;0.0;15.0;15;0;15;15.0;0.0;0.0;0.9084;0.0;0.0;0xe50ef0bd6a2757c9b176c047fea8cf69714c77ca6e4d7b4ffe8b2223d20f68f5;;0.0;0.0;0;0;;False
0xe9f5f982B1bD414d7d2A51B1E806292c6D49745a;0.01;-0.001;1;0;0.01;0.0;0.01;0;0;0;0.0144;0.0;0.0;0.001;0.0;0.0;0x34cc3d709296f81607fbfb14c5391d68d08ea8dfc46673ca723678f12064d424;;0.0;0.0;0;0;;False
0xaBf61252A5fDC6406907e389AE987f0db75fd6ce;0.82;-0.078;1;0;0.82;0.0;0.82;0;0;0;0.8217;0.0;0.0;0.078;0.0;0.0;0xc0d801bfc505b1d43b4fc4e57b27b544a3b7f2ba7853f85bfb85d92fecf786aa;;0.0;0.0;0;0;;False
0x32d2d07691c806916e4b00454975F4913e9f5028;0.0;-2.015;2;1;71.89;71.89;0.0;71;71;0;71.9;71.89;3.985;6.0;0.0;0.0;0xe6abbd9f2ddd1b2146d47af6fa410cd08ee4dd257e969b45f0859a0ddb90c458, 0x7608f4c06e43f21c27ab1decd4203f9ca0947f8524b6a8c43bb2f3bfe47b8aee, 0x87047ea6d733ef9f67b8f071bf1fb2ec837b92a0825f347de2b8566ab583485f;;0.0;0.0;0;0;;False
0xd6A239Eb85812acF5f2D2d761fADa3473C77adBF;40.95;-2.9;3;0;40.95;0.0;40.95;40;0;40;40.97;0.0;0.0;2.9;0.0;0.0;0xa366feaec33ab67b69f534d8999ace3e609cb4d8f70e08ef2e84fa82b6195d4e, 0xc9f1259ee0781c55ef0ff31e69a839da80f6971db8c4e6a05836cd7d128bad97, 0xce633762108dfe778acb185f0946e2512a560bd6d8410244ad52343d6e98fef2;;0.0;0.0;0;0;;False
0x05BFC13B6126B7C8586686F41A7494c9D7e53aBd;0.0;-0.0713;1;1;5.8;5.8;0.0;5;5;0;5.806;5.8;0.3287;0.4;0.0;0.0;0x70df5a2a54a4ffd092e2876f930ca1a1a5ae5948afe1aff6e064f2979387cea3, 0x927b139312bb702b68f8ff5f7cd02b3eb90d57031e8f8ddb1ad2a2f9b12bc1dd;;0.0;0.0;0;0;;False
0x3a7A77703556b219D48fD720d6b8960dA7a23169;0.0;2.293;4;2;205.0;205.0;0.0;100;100;0;205.0;205.0;10.99;8.697;0.0;0.0;0x1d1e5eaca355f0cebdc7ef2ff7ebc52d2b69a10d98d2c963b0d5cb27b636d8fd, 0xce6bcf69ec90a8afc95a681b8f83040432eeaf11b3937690d172750d1242be9f, 0x414489206eb7f2d38960b2c40dfac2cf701f493c8da0f4b658e5a2601087a4ab, 0xa09bf70ab3c2d243b68ea64a81541c5e61111488ddb815b904a939927b5774c7, 0x8c6b535fb4ccb1e3bdb193bfc58a15efac3879b408d1c5ee310310ed6fc6ad0b, 0x02913dc6eae14af4ee863c2183d7e0677306471335d3cf05399601e406a1544b;;0.0;0.0;0;0;;False
0x393E408ec32D4493817B39f91f5a0B16e3F248a9;22.91;-2.23;4;0;22.91;0.0;22.91;22;0;22;22.93;0.0;0.0;2.23;0.0;0.0;0x0be0a7efcc82a4c9df4dc54a59bfb71aa57a3a85e97866b79e44eed3d9b692a1, 0xc838c4d6b22852a99e36280a3864d156718846a7549ed3378c38af4c034efeaf, 0x717a7fdc312b779891b0bb290d84cde478c13792080c43e0b32766c419a09263, 0xe3b0e68012934ffcbbd40f240adf2bda1232991f9841548ef70fc3cce4013b41;;0.0;0.0;0;0;;False
0x6d4e2E9c590525FCa0286213b3c616620132Ff78;0.0;-0.3102;2;1;11.26;11.26;0.0;11;11;0;11.27;11.26;0.6798;0.99;0.0;0.0;0xe7df9866d1c638ab484069bd4dd348ec23340c322d983902d85914afe9c7450c, 0x984b8881e9d8b61dd7f13aeca33ae2556653bb7a9534a4f2e428971a8a1aa317, 0xcaf6ae87a774a116024a011bcd2f4cb4ed691e9f59be81a705287f28ef4ac309;;0.0;0.0;0;0;;False
0xEf1c6E67703c7BD7107eed8303Fbe6EC2554BF6B;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.08721;0x77813a57f45d41b3ecb096d121d5663a2f978c9d5ddb34c22657284d640ca227;0xBd1191C7C053918F1b0AbFdE88bD3deec3559dA1;0.0;0.0;0;0;;True
0x5f9d7cEf3e9298De2E91ff0CB486cE2C7fFc5144;0.99;-0.11;1;0;0.99;0.0;0.99;0;0;0;0.9955;0.0;0.0;0.11;0.0;0.0;0xeef94a305e8a5c046f2692221ee7454eeec1c0a67ec6ffef35fa378fda172ada;;0.0;0.0;0;0;;False
0x3B281Fb69B2af236d9A8FF882236EbB1B82BaEdB;1.0;-0.0486;1;0;1.0;0.0;1.0;1;0;1;1.0;0.0;0.0;0.0486;0.0;0.0;0x106f58e8afbefd763a64958337f819e95d1be2a742ac0b7b0e398c961160bbc6;;0.0;0.0;0;0;;False
0xe3269991257B2Da048A0458161B1BE0eA28d351c;0.0;0.03832;1;1;1.0;1.0;0.0;1;1;0;1.0;1.0;0.1015;0.06318;0.0;0.0;0x9741bfd3c5eb1683a797a82cbecb66f3281dd608a27628db8e815e36ebbd03c2, 0x529458dac4f2370f644be5af1765846fc2be5503ffb591f2c4fa07f9c675921e;;0.0;0.0;0;0;;False
0x278e8d7fC6E198Fb1b0e891d41a48313825e4eAa;1.0;-0.405;9;9;147.0;146.0;1.0;125;124;1;147.0;146.0;8.988;9.393;0.0;0.0;0xd9e9292cbb4b44e9c8b9af01cd960a384dfc38107477cb2aa25e01b167c2dbb8, 0xec302357843169eca383478046dcc2c42f695c3beb597e7264015586e1d5d962, 0x38028d9d5aab1cd90df6d569cab24561cc2afc9c8186fe611a83a5878c9e7d69, 0x0bd266ec68148f7f39123286ab876bd88c848a6ecba2ba8fdf395f22a0dae82d, 0x1eca30fe6892309fdd96ece93c3ab20fef582abc1176b2a51dd837a8d5970315, 0xad247b0d495dbdc695eef2e70c092c354cb65cbbf8df803a92cbbaf45dbe7e4a, 0xe3d5e64be008843525d0b26741b04528635981b1022d5db406962df93c3a9f43, 0xfe9362f6fa18cb8f5e513ea9ff1c6e4104c8c0e8f9e0f519e854ee38570fa22e, 0x4ce8697030b754604bcc5ed407b594ce1e1c783aac9e202586beea55dd90d494, 0x31e11f7c2f52e4fc0e9dbecb61e0392063d3aa7ac2e5802b257cc494d17a8bc4, 0xee3b021a2bab51231db0b75aa32179d57d423a2c8b5b0e67c1df280e03c93eac, 0x97b99fc2597f80908c78b29fc7ce85c5e1421dc4cc57542a1a0883aaa4a89c24, 0xd034cf6d7e733bfc0cf7fb7de3e7a51cf3caae5581081a3a46870b15dc0bd242, 0xf9be4d8db5c42fb4f020534ff4bea863138753c6ba7f83ddc5d1cf181c5f20ef, 0x271868c315ff64dc005dca827f70f9af86de71511d505bf5247d0d49fba1de63, 0x2ec63ce8433bc88be13a5f47aa40f30a9cdc1aba9f223e385f6149a81dff10f8, 0x2a8252d2c60d53dbc9c063b7324c52295ec089efcdd05307c34c0bdf7e619d90, 0x867eb54588025cc52b8b6b59005e08a7c2d39f2cd426b1fb9ccbe46eb0a85ccd;;0.0;0.0;0;0;;False
0xe603a7477fDaDA2a9Ec540CA8DAA5bD82235b9e4;0.0;0.083;1;1;2.7;2.7;0.0;2;2;0;2.703;2.7;0.233;0.15;0.0;0.0;0x1c7583cc1cd06f979db5afa678aea23263b425dcbd0a38eb73280625c386cc30, 0x723eb39d2a756ccd5ba511aaba238e0ebae41220b64f0528f2c01f60fa191167;;0.0;0.0;0;0;;False
0xD03dA4452BF9478C67a54c56d46678D55a8D9483;0.0;0.1341;1;1;12.0;12.0;0.0;0;0;0;12.0;12.0;0.8327;0.6986;0.0;0.0;0xfb004cc6447594ec37b96102d90ba937964af6cdcbfca047d2e398c5747f0a9b, 0xf4883abb14c0530f4e66567c6bb609ba2c153f4a290e775f723a5d95b216db24;;0.0;0.0;0;0;;False
0x36c3b70587a56ED5baD1eeFFA6745274C521b067;0.0;0.0238;1;1;2.0;2.0;0.0;2;2;0;2.0;2.0;0.146;0.1222;0.0;0.0;0x3545eb0683372607e1e9ec4eaa178afca42a3947f75aec4e820cd1a6369ec248, 0xbb67163165d82ececb3aceb24a329b3c9a717a8f3914c25a2b36647aaa42b423;;0.0;0.0;0;0;;False
0xEB7d0bE769Cf857aFa5626B5F8208528F034b1Da;1.84;-0.1;1;0;1.84;0.0;1.84;1;0;1;1.844;0.0;0.0;0.1;0.0;0.0;0x02595e8e02ff989b09405fe25f06c586a799b36288ed6a8097a9e71c12ae6166;;0.0;0.0;0;0;;False
0x6830c5A4f1A1023D5e9BafEB221ceBc9eb6f8ED6;2.0;-0.1987;1;0;2.0;0.0;2.0;2;0;2;2.0;0.0;0.0;0.1987;0.0;0.0;0xac079ff830d7e03fe51b61a41bf8100177066ec697621717c1c92123725e1725;;0.0;0.0;0;0;;False
0x2F60949c85f11FaD25b8f69BAE659b7F36f31a76;20.0;-1.83;1;0;20.0;0.0;20.0;20;0;20;20.0;0.0;0.0;1.83;0.0;0.0;0x99815799aa934545edf21cbe5186a9ead31e45512c5f873925e71f2a27d930b8;;0.0;0.0;0;0;;False
0xbFFBa2dB353E6DE6c461ee4f031a8747Caa3ca67;19.32;-1.741;3;1;43.55;24.23;19.32;43;24;19;43.57;24.23;1.259;3.0;0.0;0.0;0x01cbc9f7a0c125836a9b47547d7af15cd6253dd93de2edfa76710e64ba09bf93, 0x93159974a3e67a87a898ae67c3849bf83d25ae77020275cb7dc5346393d365fd, 0x79bfdb89757aa1b9db1e6c70b84fc4e20a62264b513292a0ca17f0706f129037, 0x1a7580578815609dd35992f5d64ebf67027ddff68e5498ead7236a86e9d9fcc0;;0.0;0.0;0;0;;False
0x66d8De22B53a6Ae35bf9b9df66e61fAe1E11E633;0.0;0.407;5;5;51.48;51.48;0.0;50;50;0;51.5;51.48;4.057;3.65;0.0;0.0;0xda2f700fef6d35b2e6586b89bdc130c40041cdb88cfc14f8fea9088977db0a2b, 0x3b4047aa46377fe79fe00841fd569ed5cd77516a5047e8c59e26f1a5a501e151, 0x7296dd18fe12f4ea2ce157273c4b39c4af71981c0baa487cd957ceeeac4311bb, 0x11bfdc7310dd0c319c5ea03b6af521c9d4bc7b24c7cf04cf5a3a3d8bc285a0d3, 0xeccf2104cdc8861061e1df82068e328fb62cae11709f2d64cfb8cffde0dd7058, 0xc6d1778d9d41b0ba6c55d87f0185b51f039db344873212d713e811e07b60c375, 0x4d4b0daf0ca3bf60d4faaefa4324576a7ffc95722a6f8e741b3fa40d95ccb678, 0x199665b06fb4bf30acad788d7972100b61bb8f8bd1d48eb600607d55851724be, 0x7f8bfce973d002d56c3fda8f23840625a14481c1f159009c5c000d7b4517663e, 0xa73e1d05afd012facd04bdace3996de272969a8478740e83edae2bb1405f79ff;;0.0;0.0;0;0;;False
0x84Cdf416801FB551c7f29018c8fa2e22F20B1A10;0.0;-0.00797;1;1;0.58;0.58;0.0;0;0;0;0.5841;0.58;0.03203;0.04;0.0;0.0;0x780d4b97fd659166d8843eb761b283f00ae96ea2ee310bd41d3b335c518e5889, 0xf0d521ca4f2b04a2474a2278223433aff249ffb41ccc03e476b8dbbc510eb6ed;;0.0;0.0;0;0;;False
0x57B2e0A2B28BD6821F4aC95175487b98c4269203;19.23;-1.8;1;0;19.23;0.0;19.23;19;0;19;19.23;0.0;0.0;1.8;0.0;0.0;0x367061f6cc2e6fad8dfc6bb5f9696251d6a275d0406388bc93ecc9e5a1906bbd;;0.0;0.0;0;0;;False
