addresses;emerald_balance;eth_balance;erc20_input_tx_count;erc20_output_tx_count;erc20_amount_in;erc20_amount_out;erc20_balance;transfer_input_tx_count;transfer_output_tx_count;transfer_output_balance;swap_ledger_emerald_bought;swap_ledger_emerald_sold;swap_ledger_ether_gained;swap_ledger_ether_spent;swap_ledger_emerald_received;swap_ledger_eth_received;swap_ledger_tx_list;os_eth_spent;os_eth_gained;os_emeralds_bought;os_emeralds_sold
0x0c3a6138b4e4e81bd387b7e4923b5da8838f355d;0.0;0.0;1;1;0.18;0.18;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9cd9aefbd6d423f69f5c9caf2fa9972381012b09;0.0;0.0;3;2;90.0;90.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x073587790ae03769e38f221ce27475d213cc1cb6;0.0;0.0;2;1;7.11;7.11;0.0;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x68b4da6c2dfdc08f0609a7785a5412aab92df8d2;0.0;0.0;1;1;2.0;2.0;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe37e799d5077682fa0a244d46e5649f71457bd09;0.0;0.0;1;1;100.0;100.0;0.0;100;100;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x85cae022ca79ae1186095ccf2cf0f48021c2690c;0.65;0.0;1;2;2.59;1.94;0.65;2;1;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x321fa3388b98215eed2cb67ab0181db760cad5d1;0.0;0.0;3;1;12.33;12.33;0.0;12;12;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x133844365a7411a231ca0baed2b0f119c5b3152f;0.0;0.0;1;1;10.0;10.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9b228b4f71b3bc7e4b478251f218060d7b70dc25;2.0;0.0;1;1;9.0;7.0;2.0;9;7;2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7d9326d3b6a485e2d570158522eea103b8a31573;0.0;0.2348;2;1;20.0;20.0;0.0;0;0;0;0.0;20.0;0.2348;0.0;0.0;0.0;0x2cd7667ffd9f3d299c58797fc7cd6219a43052583086b281fa3deae7b3a5e00c;0.0;0.0;0;0;
0xeaef02dbf083bf8e7db204e41cbd989614a72d6a;0.0;0.009312;0;0;0.0;0.0;0.0;0;0;0;0.000112;1.0;0.009313;1.072e-06;0.0;0.0;0x69a90f042c9175c93d64b7f52815c604d5661fac20d0df9e86f8c7df32d142da, 0x567654aa2c4d913ba9af0bb6c409641c040649ce1a58961a0e7b5796e21f16bc;0.0;0.0;0;0;
0xade9e683cfa84d4c47d74de76afe8c4d7042eb2b;0.97;0.0;1;0;0.97;0.0;0.97;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x540dcae8b81d52d9336e30bbdddaab3bfcbfb075;5.0;0.0;2;1;20.0;15.0;5.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe5aa55f38df108d531246c2c1e421a92324f30ee;0.0;0.0;5;1;21.09;21.09;0.0;21;21;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0476ca3e0d7f14d12e77c1d3b2d10027abe6693d;0.0;0.06874;1;1;5.0;5.0;0.0;5;5;0;0.0;5.0;0.06874;0.0;0.0;0.0;0xa0fb51870795326badcfeaab3cf52b9b12b30360152cfba26b045ce7db4cb232;0.0;0.0;0;0;
0x608f641b55444d7197d636a5cb9053d1ce783bb0;0.0;0.0;6;1;23.15;23.15;0.0;23;23;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x902abfde086583067d2854e36fe1034ec9079bb8;0.0;0.0;1;1;14.61;14.61;0.0;14;14;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf9c5d3d360f24a7e319bb27582b648aa8ef4f14f;0.0;0.0;2;1;48.93;48.93;0.0;48;48;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x275121b5734bdae3bd97da0fe37f47450656cb13;28.04;0.0;3;1;44.01;15.97;28.04;43;15;28;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd267fda7ecbe322e64bf807de06e8e2284b72da9;0.0;0.08595;0;0;0.0;0.0;0.0;0;0;0;0.0;5.0;0.08595;0.0;0.0;0.0;0x80946788de6ae2e60b453fcfff9f36aee6544946796a13f81d71bc801d0ed90b;0.0;0.0;0;0;
0xb0e6575c4177898caff10376bc2f08c2c69a73be;0.63;0.0;1;0;0.63;0.0;0.63;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x61179491c136256cd76011a88549df8ecbf1f56d;0.12;0.0;1;0;0.12;0.0;0.12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdf0524b1f1a7e60928aad50b6687103065694277;0.0;0.0;5;1;44.92;44.92;0.0;44;44;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x68f17e63526091ed6bcbaa8dc50f9df58db5c308;0.0;0.0;1;1;1.1;1.1;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x45223e17c6efe2d9af98837ba6681da2c8e8d798;0.0;0.0;3;3;57.12;57.12;0.0;44;44;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xce836f1ace8ddab50b7cdcbd1f119429b55c59a4;0.0;0.0;1;1;0.47;0.47;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xb2d56e9bc10640afef23d65b3d4956f50a8f382f;0.0;0.0;2;1;2.55;2.55;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4c4050ecdcc0a99648afb531a123c4dbf215d387;0.73;0.0;1;0;0.73;0.0;0.73;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe086d858c555afae2da9e86c067794ba2046c339;0.0;0.0;1;1;2.04;2.04;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x53376bf366296a65095dde0949fe58ba77cdaba9;0.82;-0.007798;4;1;45.08;44.26;0.82;44;44;0;0.8207;0.0;0.0;0.007798;0.0;0.0;0xad561b7f1cf14f55e1507530fed2070f7ea79b4ed3e877675e188976784213dd;0.0;0.0;0;0;
0xe3269991257b2da048a0458161b1be0ea28d351c;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xeedf7a957666bc1a3da448e5a248c768a94a567b;0.98;-0.01846;1;0;0.98;0.0;0.98;0;0;0;0.9854;0.0;0.0;0.01846;0.0;0.0;0x3e12f1723a7b021501bbbe94e26841efdd4d59c7965451bc036a22ec0e8cabcd;0.0;0.0;0;0;
0x0c07a971acbba490a2e81f0d6796e4b7cf0efa5b;0.0;0.0;3;2;2.0;2.0;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x16fbe0b0f792d0bf0c7d95a0069cb1db0d643731;0.0;0.0;1;1;5.36;5.36;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x39542e41e10133af952f82b78c0c2971906dc8e7;0.0;0.0;2;1;2.61;2.61;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5bbefaccc1a8e1ecb0d470f941668562eeb46ff0;0.42;0.0;1;0;0.42;0.0;0.42;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc73ea170ef252c964f06283a2c67635842a035c3;0.0;0.0;1;1;3.69;3.69;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc4c9d0736a6bce30ca919264b73ad1be533ffd29;0.0;0.0;1;1;4.0;4.0;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x06bdcd704b60c51b609fb1cf6bc357cc462ac38a;0.84;0.0;1;0;0.84;0.0;0.84;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0e241bb8df0d354d1e9a97df499f0e2540a81129;0.99;0.0;1;0;0.99;0.0;0.99;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x03da6b5a21e3f3bf9c508ae7e97510887e1aeabb;10.98;-0.01154;2;1;40.98;30.0;10.98;0;0;0;0.9864;0.0;0.0;0.01154;0.0;0.0;0x5a11ca7b66b3ad9930f374dbb17cddfb01d88834e2926f22cb8626252da786e9;0.0;0.0;0;0;
0x1c4e90fc8bdade442aed58f8011db5a17a2e7199;0.0;0.0;2;1;10.0;10.0;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x393e408ec32d4493817b39f91f5a0b16e3f248a9;0.0;0.2148;4;1;22.91;22.91;0.0;22;22;0;0.0;22.91;0.2148;0.0;0.0;0.0;0xa6ab5e0d2d6782ebec3ef5c2115e14804018490277643708dbaf93d0e0966c75;0.0;0.0;0;0;
0x39a0006ae6b25b7daf0206dbf03cf488017bb4f6;3.0;0.0;2;1;5.0;2.0;3.0;5;2;3;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdd4d5a5bbbec277d2e13913968cecdcfcc617cd0;0.0;0.0;1;1;2.02;2.02;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7109faeb55c207ab78963d103db5585a43fa14dc;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc7a717e0bfb4c24b57e6edf1507fb802fd4eb281;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7f12698edb37f3647ece93b99db0a0e95282f837;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5ab2d1f5069dd2f9aeec3b0a8e923b1cdbe7fc44;0.0;0.009439;2;2;2.0;2.0;0.0;2;2;0;0.0;1.0;0.009439;0.0;0.0;0.0;0x5006825923793dc2c4dabfdd1ced2b1cfb59e1d48603d2e6c49ff15dd5e903de;0.0;0.0;0;0;
0xe98a3daae94513ebfd4b5cce8a7850c59bbac02a;0.0;0.0;2;1;1.72;1.72;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xaf1c291ebb81714024c3ef82cfa394c79de1a789;0.0;0.0;1;1;4.91;4.91;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5ad76d03973b089e9ed3bd94574a5da245820307;0.0;0.1243;2;1;10.92;10.92;0.0;10;10;0;0.0;10.92;0.1243;0.0;0.0;0.0;0x6674559ab86db5036923d21e5d2beaf33d03a4df3a7669b6f2b3c375be4f97aa;0.0;0.0;0;0;
0x258cf6ae542679200079eb14f9f1543e20b3d848;0.0;0.0;1;1;24.81;24.81;0.0;24;24;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7580ac404bb7f012eef1d58c132cee5a0371fa32;0.0;0.0;4;4;93.08;93.08;0.0;57;57;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x258d720126bfe54687d23b9ae396863e0195e9aa;1.29;0.0;1;0;1.29;0.0;1.29;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xef9bbc9302848f6ff522552aa79e190e37b4bc3f;0.0;0.0;2;1;6.96;6.96;0.0;6;6;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7bc3b1236358d4cacd65a5160ae6f07b994b1822;0.0;0.0;2;1;2.04;2.04;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd747d424325096ca359795d8371aae0ea75d2ffd;0.0;0.001903;1;1;0.14;0.14;0.0;0;0;0;0.0;0.14;0.001903;0.0;0.0;0.0;0x72dc0098854938bf325a2e3f98cb3cf8a965ba097aa8864ddc840c96ccbe7765;0.0;0.0;0;0;
0x0a3b65ffc42237179c5afae1392882aa67a56cdc;0.0;0.1231;1;1;10.0;10.0;0.0;10;10;0;0.0;10.0;0.1231;0.0;0.0;0.0;0xe2c230b18a0776a72156a87ea0bba1c0972c9b3315ced3c04206e6f8d00fee72;0.0;0.0;0;0;
0xdf3a9f55704e4deddf0108b17e0078d05dabc7a3;0.25;0.0;1;1;28.25;28.0;0.25;28;28;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x1d97c0bb5dc445cdf3ae37827beefe79963dd5bc;0.0;0.0;2;1;25.0;25.0;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x1c134fde47d09f78dfe8f61a22c03cb2da68e904;0.78;-0.01;2;1;2.78;2.0;0.78;0;0;0;0.7886;0.0;0.0;0.01;0.0;0.0;0xd8578a39505fec114bec105e6ad85bb346d2c5ab54306dbd5b55f230260d5690;0.0;0.0;0;0;
0x5b6b5d0cfbe56b81d76cd76d16f24c2845fe1a60;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9155bb1d5b63f924f399995f31f9c73f0a64e227;1.5;0.0;1;0;1.5;0.0;1.5;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2a01f5ceed572c8d247e970e5b159c73c823e44f;0.0;0.0;2;1;4.64;4.64;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45;0.0;0.0;2;2;1.68;1.68;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xba16a8b85eb9a19e286181c2a97f8a807e1b026d;10.0;0.0;1;0;10.0;0.0;10.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa701d95b3f158dc9242446df74bdebef945c3bf5;0.0;0.0;1;1;5.68;5.68;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa752eea12f7ecaa7674363255e5e7f0b083a515c;0.0;0.0;4;1;8.52;8.52;0.0;8;8;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x40888ba9a1d0874b8e790cb8f73464afac36b602;0.0;0.0;2;1;80.95;80.95;0.0;80;80;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x75ebdda88b3cf109dcff8176ce2c8f7c82a3a142;2.84;0.0;1;0;2.84;0.0;2.84;2;0;2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x28a34572a25430a64836070cf681fdaa99590412;0.01;0.0;1;1;4.25;4.24;0.01;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x405f59fd5181dbc3ef87bc496823215bb759d019;10.32;0.0;1;0;10.32;0.0;10.32;10;0;10;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x647bbd41441d537accb5b75d538e6440796bf950;3.0;0.0;1;0;3.0;0.0;3.0;3;0;3;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf40a2d257ca5d5072763db29fc089292c9176577;0.0;0.0;1;1;2.18;2.18;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x54ede17f99333072bf5334db1dd91d8b01f72167;0.79;0.0;1;0;0.79;0.0;0.79;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xbeaf3936b36bb2692065372816da3c58a693f9c2;0.0;0.0;1;2;6.78;6.78;0.0;6;6;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x151868435dc9a8536e8cd0122c2978bb9cce73a1;0.0;0.03726;3;1;3.0;3.0;0.0;0;0;0;0.0;3.0;0.03726;0.0;0.0;0.0;0x0565cd3c3a04c451bbe729e06d206321ab1fb13dbb1d73a4baeebd0f9e1a9a04;0.0;0.0;0;0;
0x1f5ce57481c7886aa0b0395f161b5f78dc5c8348;0.0;0.1429;1;1;11.67;11.67;0.0;11;11;0;0.0;11.67;0.1429;0.0;0.0;0.0;0x74f553d51225d94b4f266decb7b9d26d5de913bbc65d1d1e3e805bf49d86b16e;0.0;0.0;0;0;
0xa58a99d6f742d8ac0c99790d22d363aab164d626;0.52;0.0;2;1;24.52;24.0;0.52;24;24;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x847a253ba385dc933df72e6d8dc2a5ce81d0567d;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa086c3bbf195aa18bee2805d568072b8af58fbd6;0.01;0.0;1;1;1.32;1.31;0.01;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x29426c99dd2c538232b359016f9592d98ad7594c;0.0;0.0;1;1;1.0;1.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x357807badbb58b145726179d4b584bdfb330903e;0.01;0.0;4;2;9.2;9.19;0.01;8;8;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd4f859545480963b1ea70fa3b3d877b2f5f668fe;0.98;-0.01808;1;0;0.98;0.0;0.98;0;0;0;0.9852;0.0;0.0;0.01808;0.0;0.0;0x9d1ced0f57dfcbeda8a20a5a05b0130343a4fffa0cff7500322bb74730c7fe1e;0.0;0.0;0;0;
0xbd909b92e28d15c4322c2435acfecc1bf700307f;1.6;0.0;1;0;1.6;0.0;1.6;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xbfc9ca1c434ab19e5f75acd2d603dc0621ef64e2;2.0;0.0;1;0;2.0;0.0;2.0;2;0;2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdc02c6c84e311adfb32a88cda312e97a5c029ad6;0.0;0.07557;1;1;7.92;7.92;0.0;7;7;0;0.0;7.92;0.07557;0.0;0.0;0.0;0x458a6c7d4ac2470475da1ae47ac6e58f5a5fd16dc865377d36a15d465c56111b;0.0;0.0;0;0;
0x698d587599dde01f1506b23dc26b67f410fe43fa;0.0;0.0;1;1;2.0;2.0;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd1059147f350d55a24845d55215c55acae08b3cf;0.0;0.0;1;1;1.97;1.97;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x42b89b1e903d3041d247566b3c1d62a4113c8140;0.0;0.0;1;1;20.0;20.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xadba5ea1525c5ae27a0f98408c8e5d67e28c754c;0.0;0.0;6;1;10.24;10.24;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9f628121bd14ccde0937c151a0e5ce9f4bb407ac;0.0;0.0;2;1;7.0;7.0;0.0;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0a6006722ea5838033d64f3a2cdddd8d88d34275;8.0;0.0;2;0;8.0;0.0;8.0;8;0;8;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x89621be2882409fe77c292b28dde0e8872394510;0.0;0.007168;5;6;325.8;325.8;0.0;75;75;0;0.0;0.77;0.007168;0.0;0.0;0.0;0x694e7341d950ce924a6ea538ec9624cf09ee0cafc92a43c9f9034d19cc152542;0.0;0.0;0;0;
0xae1d9e7ce74ba854945e8a6c5f0476ef413a28be;0.4;0.0;4;6;121.8;121.4;0.41;121;121;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2f60949c85f11fad25b8f69bae659b7f36f31a76;20.0;0.0;1;0;20.0;0.0;20.0;20;0;20;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xfc6e4c4895d2b8fbc28f6d11d1db133e2c8f7da8;0.0;0.0;4;3;82.0;82.0;0.0;57;57;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x41168480c9b6051dcfcd9c91f78562f7f678255d;0.0;0.0;1;1;7.0;7.0;0.0;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x717821aae2a45c5c5c5bcda7a8662cd3df2385e5;0.0;0.0;2;1;8.95;8.95;0.0;8;8;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x1c8feaed080d760093511a2aafa55230ca036529;0.0;0.0;2;1;10.89;10.89;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xb69b447b1d8ee16e28b251489c4607a0e186ac49;0.69;0.0;1;0;0.69;0.0;0.69;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe7fb0c4cd91fbe5fb962b54de63e360095032a9c;0.0;0.0;1;3;20.0;20.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4b58145d1f0d16985ba42b1066a60c26014e85bb;0.0;0.0;2;1;1.32;1.32;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4ada23a97451e0b43444abe15a2ea50a3e6110f9;0.01;0.0;4;2;7.87;7.86;0.01;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2ec01bd2d99f8c413f983c8531477cc31e0f9d6c;0.0;0.0;3;1;25.46;25.46;0.0;25;25;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5cc4752d6494b1425669a0909578212d813e5f7b;0.0;0.0;3;1;2.25;2.25;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdd5c62e4ed79c5953c345cadb7e66ff413f5e1bf;0.0;0.1705;1;1;14.18;14.18;0.0;14;14;0;0.0;14.18;0.1705;0.0;0.0;0.0;0xf901eb4e3e26bb00cc0d6e1ba19ba823a0c1f3b4f175d80121c90f18063f8f9c;0.0;0.0;0;0;
0xa946c445bf7f1675309fcd3a968da4da4e3a107a;0.0;0.0;3;1;89.14;89.14;0.0;19;19;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x6830c5a4f1a1023d5e9bafeb221cebc9eb6f8ed6;0.0;0.03534;1;1;2.0;2.0;0.0;2;2;0;0.0;2.0;0.03534;0.0;0.0;0.0;0xd4f0c1106d4da7c15a18ed1f2897983e4fabf6409a44449807b8b31924d0cc75;0.0;0.0;0;0;
0x9a49ba10dc92c3dfd00235c67400de818ad69cbf;0.0;-0.00279;1;1;0.8;0.8;0.0;0;0;0;0.8;0.8;0.00744;0.01023;0.0;0.0;0x266f12c6550dfc2fc0582c5ad622bc481fb7e1cddea737b4d0c5b079ec510366, 0x1b4d3f4b9dd7528898f89beaa72d99ee998897c2a2d5cf6998414205ed4e8250;0.0;0.0;0;0;
0xc90534aedb9dcc17205060ec287baa576867281f;0.0;0.0;7;4;48.84;48.84;0.0;38;38;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2ea32f87107e50a168ea0834bc92501226e1279f;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5bd57849c65411136c6b0847231a365baf483893;0.0;0.0;1;1;1.96;1.96;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xfd8c7ad05ee2b9bb10a6a044abc5d1fa4d96c3f7;20.0;0.0;1;0;20.0;0.0;20.0;20;0;20;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf102be8dbb4b15705c8c199f6852c6a39d794b12;0.0;0.0;2;1;2.2;2.2;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x1f955d56bfdc4eb4e97a865173065dd1f9fd29aa;0.79;-0.01385;6;1;73.79;73.0;0.79;73;73;0;0.79;0.0;0.0;0.01385;0.0;0.0;0xb4ad4c291e492f7b8510cb6b23118484a0cabb1f50b374f5335f8a3cd6438686;0.0;0.0;0;0;
0x9af8a230c1d527460392ecc79a024d242907ac88;0.0;0.0;1;1;36.34;36.34;0.0;36;36;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdda66ad0ff2986686c35197cf8273f8c9245f536;0.0;0.0;3;3;50.0;50.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x8a95d0efbb0052638fe7f30eeef621045ac2f5b2;0.0;0.0;1;1;0.49;0.49;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0fb806feb5fd356aeb6a31e22627afcef091c87e;9.87;0.0;1;0;9.87;0.0;9.87;9;0;9;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x6e0d262ce9c6905cc9d75c05cfb5abf37b7aaf63;0.09;0.0;2;2;6.31;6.22;0.09;6;6;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5d7d892511191f2d7da0aa32aaccbac8b9d2c181;0.98;-0.0181;1;0;0.98;0.0;0.98;0;0;0;0.9852;0.0;0.0;0.0181;0.0;0.0;0x05e8a7c993fff773832b7b1c6613ee18e1077ffd69578481051ef49105311939;0.0;0.0;0;0;
0xb6f30f6fff1fbc6597c6e32a8865b1bccfe84c5d;0.0;0.0;3;1;12.81;12.81;0.0;12;12;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5f9d7cef3e9298de2e91ff0cb486ce2c7ffc5144;0.0;0.0;1;1;0.99;0.99;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe5964fd10170c8291cf97552284d995a006e67ae;0.0;0.0;1;1;15.0;15.0;0.0;15;15;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe9ca5757aa58e3f852d8d6c20581fc4c39769549;0.0;0.0507;2;1;5.44;5.44;0.0;5;5;0;0.0;5.44;0.0507;0.0;0.0;0.0;0xc5954ba1fd6ede0ccd8ced5e00f9d19dad1e09b59a64e6916af445dbc6d7d5ef;0.0;0.0;0;0;
0xc425b8994eb8b5b607246f01df9d7dc81ecd4fba;0.0;0.0;1;1;2.0;2.0;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
