addresses;emerald_balance;eth_balance;erc20_input_tx_count;erc20_output_tx_count;erc20_amount_in;erc20_amount_out;erc20_balance;transfer_input_tx_count;transfer_output_tx_count;transfer_output_balance;swap_ledger_emerald_bought;swap_ledger_emerald_sold;swap_ledger_ether_gained;swap_ledger_ether_spent;swap_ledger_emerald_received;swap_ledger_eth_received;swap_ledger_tx_list;os_eth_spent;os_eth_gained;os_emeralds_bought;os_emeralds_sold
0x7a4abed70366d19f1e1db8e95ad71de7d299f4fd;0.0;0.0;1;1;5.44;5.44;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x97ddfff80b561e37d43c808c258ff79b001b5c26;3.0;0.0;1;0;3.0;0.0;3.0;3;0;3;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x32d2d07691c806916e4b00454975f4913e9f5028;0.0;0.0;2;1;71.89;71.89;0.0;71;71;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9d763a065413ebdd43c048f67a6f5ab6ccba3001;4.09;0.0;1;0;4.09;0.0;4.09;4;0;4;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x327e61545a3437e71ca7d85cf603f5738b14a74f;5659.0;0.0;780;1097;20450.0;14780.0;5673.0;7078;4556;2522;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0b7c57a13b1fcf185cbdf40382c721429b4352f0;0.0;0.0;6;4;110.0;110.0;0.0;85;85;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc24562d848d5fb6b3cc7876185668c0fc464bb27;0.0;0.0;1;1;1.19;1.19;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x07b82a84edd794b3bf3f51caaa7f0f5041dab9ac;0.0;0.0;1;1;2.0;2.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2bf59f59ea3b190f9b27c6aaa000d08fac495ad7;0.0;0.06068;1;1;6.0;6.0;0.0;6;6;0;0.0;6.0;0.06068;0.0;0.0;0.0;0x2c30ea6a2a17877e902c6cf6ab25c0290646e06cc1538dc696cfbdc8c6e53fab;0.0;0.0;0;0;
0x7e3f8a5eb16b8a11e7de6732bfeab8e9ae187f38;0.0;0.0;3;2;90.0;90.0;0.0;30;30;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa7d4cbe093393dbb280a16189fa2260443af1b0f;0.23;0.0;2;1;16.23;16.0;0.23;6;6;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2dfb3ea12147b255ece21c41e33f142fe7ddc813;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x6227fe0ba15456885d1d765533ab5504f24f0815;3.87;0.0;3;0;3.87;0.0;3.87;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x62b7f5f4e520276b2882cc7241982fa1eef2e5bf;0.0;0.0;3;1;20.78;20.78;0.0;20;20;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xbd6c0ea01b72a334d9d35a2c10e9724ca610d6fa;0.0;0.0;1;1;12.42;12.42;0.0;12;12;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xce3bef7cc450f5b0c3bc3fb803af5e324fe381d1;0.0;0.0;1;1;0.52;0.52;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc7faf82629d6b351e788612d829012cd38b955c6;0.0;0.0;2;1;2.0;2.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xca0803ecb33cb44f10ccf43471226b03b44c35c3;0.0;0.0;1;1;35.84;35.84;0.0;35;35;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x31ed6e4953855be38c6ee08a552d813e51927cbc;0.0;0.0;2;1;8.12;8.12;0.0;8;8;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3550b2c5cba617e9e26199e69abc46b185d045bd;0.0;0.0;4;2;3.01;3.01;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x0689729cbd82da5d67277011e865025f8bcd621c;0.0;0.03256;1;1;2.59;2.59;0.0;2;2;0;0.0;2.59;0.03256;0.0;0.0;0.0;0x2457ae3f7d250c2bac86dad5b34ffda74d4c94bbd40ab960e37cea0173c5c1dc;0.0;0.0;0;0;
0x64b416ee21450a8aec6c216d527d2448928314ca;0.0;0.0;3;4;150.0;150.0;0.0;50;50;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2e75332e7eb55056017dbcdee206601cab372eec;0.0;0.0;1;1;20.0;20.0;0.0;20;20;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xac47599472e93b4c40489d583b4c62ab32f38783;2.02;0.0;1;0;2.02;0.0;2.02;2;0;2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3448ec6462804aec79561a8b379399141e22a734;0.0;0.01199;1;2;2.0;2.0;0.0;0;0;0;0.0;1.0;0.01199;0.0;0.0;0.0;0x5519609c929b2aa98d2881a90a635d3d2a9ff9327df81bf91f64355e723e52c5;0.0;0.0;0;0;
0x88d0c82fbf8ad1c4f84d610da6aa209ea882a5c7;0.0;0.0;3;2;102.0;102.0;0.0;102;102;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0;0.0;0.1459;1;1;12.0;12.0;0.0;12;12;0;0.0;12.0;0.1459;0.0;0.0;0.0;0x0edb11517ce8ae3ffbc1ebf43e0bf6161ca90a0e28b60d44d156ced66ce966f5;0.0;0.0;0;0;
0x062186210706ea58f72d3c3130392bcd38280206;0.0;0.0;1;1;23.0;23.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x8e877ae5f4b084f98ff66aaf530fd45f8c22cf42;0.0;0.0;1;1;2.0;2.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4ec2dcdfb3c165da62dd1367cb42fe7551524984;0.0;0.0;2;2;20.0;20.0;0.0;20;20;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf2be94db73f895ad5a1d32964e0711404a807a94;0.0;0.0;1;1;3.09;3.09;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29;4.82;0.0;1;0;4.82;0.0;4.82;4;0;4;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd6a239eb85812acf5f2d2d761fada3473c77adbf;0.96;-0.0118;4;1;41.91;40.95;0.96;40;40;0;0.9648;0.0;0.0;0.0118;0.0;0.0;0x3afa7fbe4f3875ae7324881231061e999ce1ee0da2a3f1d52f474ff0dbb86007;0.0;0.0;0;0;
0x6310ae27e35d2d850ee1913e0447c0cc85eb1cdf;0.0;0.0;1;1;2.12;2.12;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf1a51b0c10a46ad8308f690947801691eae15fc2;0.0;0.01198;1;1;1.0;1.0;0.0;1;1;0;0.0;1.0;0.01198;0.0;0.0;0.0;0x8670033273eeddb51e41c8a5d4b0a28e66c5db1bcd35f086c49cfc40d1c038b3;0.0;0.0;0;0;
0x8c1a46baa20c43b7787f7a33956f64a6b58d0113;0.0;0.0;1;1;5.55;5.55;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xee0e9b19cfefd5caee979725df58e420674f9791;0.0;0.0;2;1;2.49;2.49;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2a8cd414ec33108b67f3eb45eed9e701fbb1e6bb;0.27;0.0;1;0;0.27;0.0;0.27;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xafd0107264ea9717772287fd29d59e08572b6bad;0.0;0.0;1;1;8.0;8.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x84694f4bff6448a561775077403aec92ab4080a1;0.0;0.08986;1;1;9.3;9.3;0.0;9;9;0;0.0;9.3;0.08986;0.0;0.0;0.0;0x3a6ae02d5f329ec67a574a4b5a0a9d745fcb41353fb67ab760b88cae7aba417e;0.0;0.0;0;0;
0x7c047d1d380e09bba4d6e9649b46c6a64b738a33;0.0;0.0;2;1;30.0;30.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc28064b875ae25f9a2ca28c08f116a5c26229f69;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4d5b6f9581d16841ffe2b3f108621fc25bb1035b;0.64;0.0;4;3;98.64;98.0;0.64;98;98;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x94aa5849ed857f495a7bea1f493e2728c2c46ea2;0.0;0.0;1;2;200.0;200.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf71ee4381a1fba435474b0cfc51c7e5d664a678d;0.0;0.03039;1;3;10.0;10.0;0.0;0;0;0;0.0;3.0;0.03039;0.0;0.0;0.0;0xc0db86adb0223e5986f1feb4f1297f083155d146351570775352de16daa0b686;0.0;0.0;0;0;
0x4ed4760a09e9adf799528ce457ae5c8876594da5;0.0;0.06059;1;1;5.0;5.0;0.0;5;5;0;0.0;5.0;0.06059;0.0;0.0;0.0;0x53f2591e4cd92694e5c0ae953fe7cf7a4877175b1c19dd19715e09ce7e070cde;0.0;0.0;0;0;
0x5ddc7888e5d154081043457c1b72a5c89bdc16bb;31.61;0.0;2;0;31.61;0.0;31.61;31;0;31;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9a0abcd57493935a1fd880b157a0f9784471ba89;0.0;0.0;2;1;2.0;2.0;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x8c7cb7dbdd5792b731b95d3d8a2419969c90ae7d;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2d1cb5ed13c731604a3f1d48dc206d85fe5e52b1;1.04;0.0;1;0;1.04;0.0;1.04;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x77ec040154583286586e88bd53de4d466f72514f;0.0;0.0;1;4;100.0;100.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xed5511f763f66db7861f98b9f7df873db6b89fe9;8.99;-0.0181;4;1;48.99;40.0;8.99;8;8;0;0.9845;0.0;0.0;0.0181;0.0;0.0;0x905719eda9e314189794f75b4b176d89587b332e1ab6ecab818fad78d7fcab60;0.0;0.0;0;0;
0x03450b08e90e6aa57e2cb5556fbbd41400e93510;0.0;0.0;1;1;0.56;0.56;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7e54d3161523d2aa7227f198ebd450e4b43bda91;0.0;0.0;2;2;30.0;30.0;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x72bc5f4cbfbdc6186f5a1af8850d98a12376a6b2;0.0;0.0;1;1;5.81;5.81;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd2c9b9783d8b22b754f8b170fbde01c7da927321;0.0;0.0;2;1;28.0;28.0;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x711281c1b26aaed86e40e4caaf76c1962b45e161;0.0;0.0;3;3;27.0;27.0;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xece26f178d70b6a930117c588b48d2e6a6287a0b;0.0;0.0;1;1;10.38;10.38;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x18468ef37051d08355c7a52d4cdbed50a5bfd75e;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9afda3adfc3588b4404f79792a97f2116957300c;0.0;0.0;1;1;45.0;45.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xf4ee01a828c8f403336bd6096c6732c8a9eca56f;0.0;0.0;1;1;30.0;30.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3b281fb69b2af236d9a8ff882236ebb1b82baedb;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4851ae25872c530829d1677f99c429797beee736;0.96;0.0;1;0;0.96;0.0;0.96;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2671df15a2e526c513967bd460d82ba01ba7571f;0.0;0.0;16;12;393.2;393.2;0.01;388;388;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x254d1eb54eaaf3829dcd2d7ef7532479af16cbb1;0.0;0.0;1;1;7.79;7.79;0.0;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3a7a77703556b219d48fd720d6b8960da7a23169;0.0;0.0;4;2;205.0;205.0;0.0;100;100;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xb7f7c17dc9ec9ed2d0c272cfff9b3de9f6ac96a8;0.05;0.08114;5;4;6.35;6.3;0.05;6;6;0;0.0;5.3;0.08114;0.0;0.0;0.0;0x3f0ef9b8aa062d12ff4ceff5285be5efac66438118b4ba68f339ef6bb1b1445a, 0x6d3c1534d14b0128a7ec7ecc8a0fb756161f2646722c6b29e7230973113b91db, 0xa563813bf41d67fb13b4e05dfbff84da3065bec9f1df6b5444b8fa40055ed6e4;0.0;0.0;0;0;
0x1e01eb96bafa7815d90b790329f1ceabed868181;0.0;0.0;1;1;3.94;3.94;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7c4c62f16f0bc4d86efbf9f957eec7a743a36421;0.4;0.0;1;0;0.4;0.0;0.4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd1742b3c4fbb096990c8950fa635aec75b30781a;0.0;0.0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.08595;0x80946788de6ae2e60b453fcfff9f36aee6544946796a13f81d71bc801d0ed90b;0.0;0.0;0;0;
0x83f3451cafe319c11a8760d84251b8d20ddcc84c;0.0;0.0;2;2;5.95;5.95;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5ce793e56f70906f774b7d55b3df8335715eb23c;0.25;0.1226;2;1;9.25;9.0;0.25;9;9;0;0.0;9.0;0.1226;0.0;0.0;0.0;0x833b77fe741808438e6899267a930969ddf42ebbc265dc81cddb94edbbc1340a;0.0;0.0;0;0;
0xe18fd80c724366c3a5c125dbd4cf35a4e5f1f736;10.5;0.0;2;0;10.5;0.0;10.5;10;0;10;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x31a5b2211d070c8ba33f9ce4d1d9a55ed3bc185c;0.57;-0.01;1;0;0.57;0.0;0.57;0;0;0;0.5707;0.0;0.0;0.01;0.0;0.0;0x687a9e48f9ea70731b9a07d20aef0c6168955b32096665e941bce39605e34829;0.0;0.0;0;0;
0x05bfc13b6126b7c8586686f41a7494c9d7e53abd;0.0;0.0;1;1;5.8;5.8;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3348bf5a371ff79e40a4149560c729a0b5c5a0db;2.43;0.0;1;0;2.43;0.0;2.43;2;0;2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x75b2c95de887c2bc84a21cf79b0379589c9dbebf;0.0;0.0;5;1;99.72;99.72;0.0;99;99;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x9052327281ad816e5ad04041be8c1bcb28ad5a0c;0.01;0.0;1;1;1.05;1.04;0.01;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x00fdf1e1ed8b5fb86c8fc9bc5f0639820187cb05;0.0;0.0;2;2;40.0;40.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd7b76a8223a81690182ab3b9ef0fcb3d302210ce;1.0;0.0;1;0;1.0;0.0;1.0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x1252bf1beea27b001d2e324069e92d83722cd40f;0.0;0.2606;5;2;27.0;27.0;0.0;27;27;0;0.0;22.0;0.2606;0.0;0.0;0.0;0xd4aee591aefa7abc0211356a014c09420d3284a144d7bcf400dd6359ca9c4d85;0.0;0.0;0;0;
0x4ac81214e5c051319ca5f0d6576e59d16d7e66c6;0.0;0.0;1;1;0.09;0.09;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x3c686751c34dad4f5298fe33cdb00396f37b0007;0.0;0.0;1;1;30.0;30.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa77c541e3ac6ed281c5ca8fa32961c22498ca754;0.0;0.0;1;1;5.23;5.23;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x30a41c6af43ea73efcd4172d032ca9aaf527eaab;0.0;0.0;2;1;4.75;4.75;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd5592213552d9c553e954e682432376b5163c942;0.0;0.01234;1;1;1.28;1.28;0.0;1;1;0;0.0;1.28;0.01234;0.0;0.0;0.0;0xfa6c0e735d14bc70b68a1746fc41c7f953b58e72b60c4a9a42d25678f6f163e0;0.0;0.0;0;0;
0x6c22b4b9ac7ca1aed2dec6e0894525e1999097ce;0.0;0.0;1;1;2.08;2.08;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x4f8bbe6170fbeca54b13a5438eac4bb24df81878;0.0;0.0;4;2;55.0;55.0;0.0;30;30;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7df17f953dbd39b9c0e066d705cf19823637325c;0.0;0.0;1;1;5.74;5.74;0.0;5;5;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x96b19a7cb74f91adff8168bc2b8cd295252c9360;0.0;0.0;2;2;11.04;11.04;0.0;11;11;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa19733082c0fa077e8fe7f26d6fb3e98c8438716;0.0;0.0;1;2;2.18;2.18;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5dc7badc127773aa919f02526bde427bb35fcbbd;0.0;0.0;1;1;1.0;1.0;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xe66af8b375dc070bd1607703dde27d9b9ba70c2a;0.0;0.0;1;1;1.0;1.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xc75fbbbadedde0505cc806d07d7d68a73e687a50;0.0;0.0;1;1;3.0;3.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xb717e7f13bb369c935c09b65f1b62ebec4d96e1f;0.0;0.0;3;1;20.33;20.33;0.0;20;20;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xdd08023fa5650fee24caabf8649f5cd92cff9ed7;0.0;0.1208;2;1;10.0;10.0;0.0;4;4;0;0.0;10.0;0.1208;0.0;0.0;0.0;0xfc33c4585a9904f2121387326a625bc21029235a906db9e73853af1e1a87dd1e;0.0;0.0;0;0;
0xa967266d4ef3bc4c9e9d941ce0377e664831a5e8;0.46;0.0;2;3;2.79;2.33;0.46;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd1d65768c3c880ba6077e55b82b7c4662a13735d;0.2;0.0;2;0;0.2;0.0;0.2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x31b47c9b70f6ed771457b99ed92585938e2c43cf;0.0;0.0;5;13;198.0;198.0;0.0;198;198;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x63bcc453d68f7855617f944b30f315efa6dd3ec4;0.0;1.697;3;1;120.0;120.0;0.0;0;0;0;0.0;120.0;1.697;0.0;0.0;0.0;0x042dc4be9855ddc05aa4fe598da231825088fea1132d8c336249542b8e08e015;0.0;0.0;0;0;
0x16abd179afe0465225fdb19a3a0dd3647eb35ede;0.0;0.7995;3;2;81.47;81.47;0.0;81;81;0;0.0;44.0;0.7995;0.0;0.0;0.0;0x7b3fd60112df8479b17c7ccb3d38bd6e58ed3d0126b58b7aa10592974c84a97f;0.0;0.0;0;0;
0xdbe7c71cdc2cd4f62620f5f35d3963f57fdeb51b;0.0;0.0;1;1;10.68;10.68;0.0;10;10;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x266559ff8500fdae9675647c81531b1c0f2efa1c;0.0;0.03437;2;1;3.0;3.0;0.0;3;3;0;0.0;3.0;0.03437;0.0;0.0;0.0;0x5280fb2785a85e8557199eda012999f2a3a396514b08466502fa20737126b659;0.0;0.0;0;0;
0x75365ddb02bc316748fb9a2dc5a33b42f1fba2e7;-6586.0;0.0;1;1;80.28;6666.0;-6586.0;80;0;80;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x6d9ef80eaea16b30e9ac8c39aed3ad623e0fcee6;0.0;0.0;2;2;71.64;71.64;0.0;71;71;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x13e4cd6d395908457c2d44183226143d9a9733b2;0.0;0.0;2;1;11.07;11.07;0.0;11;11;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x607115b7df0f070246b84249d4d7f2c75467ab5a;0.0;0.0;1;1;0.99;0.99;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.01394;0xec6d4a78e73ca6e86e1b040064e35f5aab1f6a0e1fdea420309b4e9f0a36862d;0.0;0.0;0;0;
0x92e9b91aa2171694d740e7066f787739ca1af9de;0.0;0.0;4;3;32.23;32.23;0.0;21;21;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x7453d4aefdb4ffd9847b6a8ed52d54211cb38061;0.0;0.0;1;1;2.06;2.06;0.0;2;2;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xa55e8f346a2e48045f0418aae297aae166f614ce;0.0;0.0;1;1;32.61;32.61;0.0;32;32;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x13647a2bee57b3a3b97571fab8ee7f42e8e5133d;0.64;0.0;1;1;7.64;7.0;0.64;7;7;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x822402ea1a6f4d078b41562cfc2c9657ccb4f185;0.0;0.0;2;1;11.94;11.94;0.0;11;11;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x6940ca4b5b0fc5d03d3b88b6f4a69e9277be33f0;0.0;0.0;2;1;34.5;34.5;0.0;34;34;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x8ad4772b9520e9c3c6f4e1152272b508c7358379;0.45;0.0;1;1;0.9;0.45;0.45;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xaf4c01db97884ac093be094a4bd5faf871897924;0.0;0.0;2;1;4.0;4.0;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x962110ddc466d4b0f4008e3036b468665c3722e1;0.0;0.0;1;1;4.82;4.82;0.0;4;4;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x83e3dd41ca2665c3616a6df81338749a5f15ff4b;0.0;0.0;1;1;12.14;12.14;0.0;12;12;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x82fd171d9a11259758012df50d57918210f7d4b9;0.0;0.0;3;4;10.0;10.0;0.0;6;6;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5082c9f476847655664d511515730f9a4a21c580;0.0;0.0;1;6;15.0;15.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x2786352509a09eeb723c82903b1697b4e2b623e6;0.0;0.0;1;1;8.41;8.41;0.0;8;8;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x67c9cfa58e23db711a73390ca9e2758b9301659d;0.0;0.0;1;2;30.0;30.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xd663981ca03131882c0f30df37b4a37ee272cff8;0.0;0.0;3;1;6.71;6.71;0.0;3;3;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x78cf3cc51e2870ee8f949446b121ec070914e6d8;0.49;0.0;1;0;0.49;0.0;0.49;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0xb1c757c10727ec1bd9e42363e821d06ad1671d92;0.0;0.0;1;1;14.33;14.33;0.0;14;14;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x98cd0f2a101f3545c1702177fa77bc55fd0ac4a3;18.84;0.0;1;0;18.84;0.0;18.84;18;0;18;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x19c32b7ab4d1615d5f03279f85b18f1b0e750ce2;0.56;0.0227;2;2;3.56;3.0;0.56;3;3;0;0.0;2.0;0.0227;0.0;0.0;0.0;0x1bfbb75efd7791fe7b60041c9d92e4b08cc5c4b77d9ed57886029828b6f31bef;0.0;0.0;0;0;
0x1a0dac7f83be4dc279a4889b2317b2be003d3668;0.0;0.0;1;1;1.89;1.89;0.0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
0x5037a6ed582615012e6adb607f5a373a0646b335;0.0;0.124;3;1;9.4;9.4;0.0;9;9;0;0.0;9.4;0.124;0.0;0.0;0.0;0x0428e866cb42f449d10640be226d8dbcfd197d780347b3d46cb3eff114f54638;0.0;0.0;0;0;
0xf591db9dccd5d3aaf8508da2cffedd5ef5bb920f;0.0;0.0;3;1;104.1;104.1;0.0;104;104;0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0;0;
